studentId,firstName,lastName,DOB,class,score,status,photoPath
53.0,Bmbspkak,Gtcny,2009-09-19,Class5,82.0,1.0,
54.0,Dpchp,Ztguzli,2010-08-07,Class5,83.0,1.0,
55.0,Wabxxbox,Sosm,2010-03-08,Class1,92.0,1.0,
56.0,Vdwru,Ztcostl,2008-08-11,Class2,93.0,1.0,
57.0,Nzfijv,Phucry,2002-07-08,Class3,86.0,1.0,
58.0,Lcfox,Oaavoxd,2010-06-17,Class3,72.0,1.0,
59.0,Auajlfb,Wajiwze,2005-03-28,Class4,88.0,1.0,
60.0,Ldav,Dzymzalh,2007-06-23,Class4,85.0,1.0,
61.0,Emdmo,Lckgrz,2010-03-23,Class1,95.0,1.0,
62.0,Yzrujs,Rmgotm,2006-01-29,Class4,88.0,1.0,
63.0,Ebefnjkf,Rtgzjkt,2005-01-08,Class3,86.0,1.0,
64.0,Hly,Udia,2003-03-09,Class5,69.0,1.0,
65.0,Abjbaq,Esaxnu,2010-09-24,Class1,74.0,1.0,
66.0,Djx,Ypdxe,2001-04-05,Class1,68.0,1.0,
67.0,Favfondd,Jsgubqtv,2000-08-21,Class1,89.0,1.0,
68.0,Aytdb,Yoo,2010-10-13,Class2,79.0,1.0,
69.0,Lzn,Dxebvpkj,2004-10-09,Class2,75.0,1.0,
70.0,Fwz,Lmbocxhv,2008-02-28,Class5,85.0,1.0,
71.0,Bysna,Fbhe,2007-01-13,Class1,67.0,1.0,
72.0,Ovsw,Wgzia,2006-12-03,Class2,69.0,1.0,
73.0,Uhxpzzky,Obpdtqlo,2009-03-20,Class3,82.0,1.0,
74.0,Nahjsqd,Ssmqzmeh,2005-10-13,Class1,90.0,1.0,
75.0,Owmfcyf,Iorqzr,2008-08-09,Class3,77.0,1.0,
76.0,Zmwr,Rjveuw,2009-02-17,Class4,87.0,1.0,
77.0,Ernadkw,Pgpse,2002-05-28,Class2,83.0,1.0,
78.0,Fspws,Wylpehjc,2002-04-07,Class3,91.0,1.0,
79.0,Zjpplef,Cmdgoqj,2000-08-11,Class3,84.0,1.0,
80.0,Wkfh,Gyoftfgx,2001-09-16,Class1,89.0,1.0,
81.0,Cnl,Bgwbjfte,2000-06-14,Class3,68.0,1.0,
82.0,Ldblt,Hsh,2004-03-04,Class1,88.0,1.0,
83.0,Bka,Mepund,2009-06-21,Class2,92.0,1.0,
84.0,Tnrcyxj,Ewhdzb,2006-03-05,Class2,89.0,1.0,
85.0,Cihzhacv,Bctxdpb,2004-12-26,Class1,82.0,1.0,
86.0,Hbbfb,Gvgys,2002-08-01,Class4,85.0,1.0,
87.0,Tjqf,Vostm,2000-08-11,Class2,69.0,1.0,
88.0,Etjljpal,Nlwlx,2000-11-19,Class3,79.0,1.0,
89.0,Ojvcbiy,Spmn,2009-10-14,Class1,73.0,1.0,
90.0,Qufdwa,Ytmicb,2009-11-01,Class3,77.0,1.0,
91.0,Wxgsxnxu,Nraouui,2009-02-05,Class3,78.0,1.0,
92.0,Mzfauah,Igmiihku,2006-02-20,Class1,79.0,1.0,
93.0,Rbdtxjho,Tbabd,2000-12-08,Class2,76.0,1.0,
94.0,Rphweinq,Ltzattga,2010-03-04,Class5,86.0,1.0,
95.0,Jmskncd,Iefhpv,2007-03-21,Class5,70.0,1.0,
96.0,Rwtq,Snn,2001-12-24,Class3,77.0,1.0,
97.0,Aeo,Vad,2003-11-09,Class4,89.0,1.0,
98.0,Ooar,Uqdeho,2005-12-02,Class4,95.0,1.0,
99.0,Zxnprtlm,Sxtknm,2010-07-23,Class5,78.0,1.0,
100.0,Wztsvy,Oqcrndz,2002-10-12,Class2,86.0,1.0,
101.0,Pasdvbg,Rwbsfbay,2002-02-20,Class1,91.0,1.0,
102.0,Uqzq,Vlanta,2004-06-11,Class2,92.0,1.0,
103.0,Rlxbmc,Shm,2000-09-24,Class2,74.0,1.0,
104.0,Phh,Esmbox,2005-07-04,Class2,95.0,1.0,
105.0,Qzio,Ullvnyzq,2007-06-25,Class3,76.0,1.0,
106.0,Pkvozi,Zfnlk,2009-11-08,Class5,71.0,1.0,
107.0,Cfvwuv,Ityzwtv,2000-12-31,Class2,71.0,1.0,
108.0,Nuqwmkrt,Jowlwlvm,2001-08-13,Class1,83.0,1.0,
109.0,Doawsjq,Ixlx,2003-09-17,Class2,69.0,1.0,
110.0,Cznch,Lygzjx,2006-11-27,Class1,88.0,1.0,
111.0,Foyol,Aurpudr,2002-01-29,Class4,66.0,1.0,
112.0,Vlmcwfil,Nqeb,2007-04-29,Class4,70.0,1.0,
113.0,Nlzpplo,Bvpda,2004-09-07,Class5,90.0,1.0,
114.0,Eklygx,Hyyiy,2009-10-06,Class5,75.0,1.0,
115.0,Fxl,Fjqf,2010-06-18,Class1,91.0,1.0,
116.0,Hvepwyo,Kghfwte,2000-05-20,Class5,73.0,1.0,
117.0,Pogn,Mdw,2006-04-12,Class5,87.0,1.0,
118.0,Lvwq,Cajlbij,2007-12-19,Class3,72.0,1.0,
119.0,Ligw,Ypwaoont,2008-06-18,Class1,68.0,1.0,
120.0,Kzdva,Ikhs,2005-08-01,Class1,72.0,1.0,
121.0,Lwzuav,Jlpijf,2007-01-29,Class1,81.0,1.0,
122.0,Uejfjtpk,Psbgc,2006-03-17,Class2,83.0,1.0,
123.0,Aysz,Fdkl,2000-05-10,Class4,74.0,1.0,
124.0,Efmkd,Zhssa,2002-01-10,Class2,84.0,1.0,
125.0,Aqesldwd,Zgsmr,2003-06-26,Class4,85.0,1.0,
126.0,Autemzoq,Nqgctf,2005-05-12,Class5,75.0,1.0,
127.0,Vnuozmx,Jgmozir,2001-02-18,Class5,73.0,1.0,
128.0,Yuzb,Jhkozrs,2002-09-22,Class3,80.0,1.0,
129.0,Zotbkcv,Dpngxu,2003-03-11,Class3,87.0,1.0,
130.0,Avqcvmsz,Kgh,2007-02-26,Class4,66.0,1.0,
131.0,Jvxe,Hwl,2010-12-02,Class5,83.0,1.0,
132.0,Titqaqf,Aumap,2008-12-09,Class2,70.0,1.0,
133.0,Bdidh,Idwuew,2009-07-12,Class3,88.0,1.0,
134.0,Aogrn,Lowxrh,2009-03-10,Class1,89.0,1.0,
135.0,Vhnqwf,Isjbz,2007-08-16,Class5,68.0,1.0,
136.0,Iulg,Wnixcp,2010-11-21,Class4,70.0,1.0,
137.0,Azgtqi,Gtrdek,2010-04-18,Class5,80.0,1.0,
138.0,Qurmlel,Rbx,2008-05-14,Class3,90.0,1.0,
139.0,Elrzkcyn,Hjwwjtlx,2005-04-17,Class2,86.0,1.0,
140.0,Mxvycr,Krynmllk,2003-07-08,Class5,92.0,1.0,
141.0,Tiornbyu,Xby,2004-09-12,Class4,92.0,1.0,
142.0,Eksjzglp,Ndcnauu,2008-12-22,Class4,89.0,1.0,
143.0,Iocsusja,Gnuanqus,2006-11-20,Class3,94.0,1.0,
144.0,Hodea,Aspfyalh,2005-01-13,Class4,88.0,1.0,
145.0,Vdiyxvu,Dfhj,2008-06-26,Class2,84.0,1.0,
146.0,Kmghlkd,Gbayrx,2007-02-18,Class3,85.0,1.0,
147.0,Xlumnpwy,Csat,2000-09-05,Class2,93.0,1.0,
148.0,Ojvg,Togtzlva,2004-05-05,Class3,83.0,1.0,
149.0,Jiv,Ixobdn,2006-12-08,Class5,65.0,1.0,
150.0,Cnn,Joiybapa,2006-07-08,Class2,94.0,1.0,
151.0,Vqlq,Xxtnoba,2005-05-27,Class2,79.0,1.0,
152.0,Egv,Kyempye,2005-06-05,Class2,68.0,1.0,
153.0,Ocjcnay,Jjqydzrr,2008-02-27,Class4,92.0,1.0,
154.0,Lmftvp,Dmrjmp,2002-10-22,Class5,93.0,1.0,
155.0,Ang,Hfo,2003-08-16,Class3,78.0,1.0,
156.0,Ilihgxo,Hxzd,2002-02-03,Class3,87.0,1.0,
157.0,Hgoeqsrs,Bre,2003-12-20,Class2,94.0,1.0,
158.0,Mff,Bcndw,2000-01-24,Class2,94.0,1.0,
159.0,Cpi,Zyttbt,2000-06-14,Class4,71.0,1.0,
160.0,Iiyyo,Xwtap,2003-12-01,Class4,83.0,1.0,
161.0,Iszfrhc,Cvla,2007-06-10,Class4,79.0,1.0,
162.0,Mocmdbg,Vkdzjnxb,2001-01-12,Class1,70.0,1.0,
163.0,Tclxv,Blw,2003-03-28,Class1,73.0,1.0,
164.0,Azeu,Yipw,2002-06-24,Class5,68.0,1.0,
165.0,Hkf,Kpop,2002-09-09,Class5,92.0,1.0,
166.0,Zddwxk,Snuvmrgg,2002-05-17,Class5,69.0,1.0,
167.0,Lel,Eljdsa,2001-06-21,Class1,84.0,1.0,
168.0,Nccqbl,Vzi,2003-06-11,Class5,84.0,1.0,
169.0,Hudrzwh,Akevxq,2003-09-08,Class4,77.0,1.0,
170.0,Healw,Vhrmdkza,2006-04-10,Class4,78.0,1.0,
171.0,Fpabrnjy,Glod,2001-03-08,Class2,70.0,1.0,
172.0,Cevlb,Siakpoxp,2003-06-23,Class4,84.0,1.0,
173.0,Crjujzw,Idbxwppr,2000-11-18,Class3,83.0,1.0,
174.0,Ups,Rip,2006-03-09,Class4,80.0,1.0,
175.0,Wxkipk,Bovb,2008-02-26,Class5,86.0,1.0,
176.0,Wrkraccn,Qpxh,2010-02-10,Class3,67.0,1.0,
177.0,Emrmg,Pbzzch,2004-03-10,Class2,68.0,1.0,
178.0,Dpmdzhu,Zboqdsa,2005-03-18,Class3,79.0,1.0,
179.0,Fxqf,Ake,2001-01-31,Class3,76.0,1.0,
180.0,Balhorf,Lcwvljp,2003-06-25,Class2,70.0,1.0,
181.0,Qmqv,Esrfkahu,2007-05-13,Class5,69.0,1.0,
182.0,Feckxms,Kwoalty,2001-05-23,Class5,88.0,1.0,
183.0,Fnbl,Rwuajti,2009-11-12,Class5,90.0,1.0,
184.0,Nzycah,Qwobhes,2009-07-22,Class4,82.0,1.0,
185.0,Wszzcd,Egzso,2004-03-07,Class2,84.0,1.0,
186.0,Tbwmuhva,Hqy,2010-03-04,Class4,78.0,1.0,
187.0,Yvl,Gdtqcwpl,2009-09-18,Class3,85.0,1.0,
188.0,Glqac,Hyxjw,2007-03-12,Class1,83.0,1.0,
189.0,Kqkod,Pmau,2008-08-21,Class5,84.0,1.0,
190.0,Xiniw,Zxuoflp,2005-06-30,Class5,66.0,1.0,
191.0,Lrb,Shf,2004-04-22,Class5,91.0,1.0,
192.0,Avk,Scmlpctr,2006-11-17,Class5,77.0,1.0,
193.0,Lopx,Drmnan,2009-08-11,Class4,70.0,1.0,
194.0,Vlany,Hkq,2010-11-21,Class1,89.0,1.0,
195.0,Litgjph,Ttimcwc,2001-01-18,Class1,80.0,1.0,
196.0,Daxozbe,Dec,2008-07-22,Class2,69.0,1.0,
197.0,Obt,Zuz,2008-12-30,Class5,74.0,1.0,
198.0,Xgkvcxj,Hnp,2003-10-06,Class3,84.0,1.0,
199.0,Dhnsz,Mfcyo,2008-09-14,Class5,69.0,1.0,
200.0,Dnydg,Gijxkt,2001-06-26,Class1,88.0,1.0,
201.0,Sjsjyx,Uviyesw,2006-01-26,Class2,76.0,1.0,
202.0,Vstpvt,Vks,2000-09-08,Class2,69.0,1.0,
203.0,Hqeypni,Gbergkav,2000-09-27,Class4,84.0,1.0,
204.0,Faub,Msisfr,2007-09-07,Class2,72.0,1.0,
205.0,Dlilu,Qkjzqyjv,2010-06-15,Class2,75.0,1.0,
206.0,Khzzdns,Gosl,2009-03-06,Class4,82.0,1.0,
207.0,Bcbsnnr,Ert,2000-04-15,Class4,66.0,1.0,
208.0,Ojf,Tung,2000-11-22,Class2,70.0,1.0,
209.0,Ggeqrab,Ebf,2009-12-04,Class2,70.0,1.0,
210.0,Orktth,Vmmeuw,2010-07-30,Class3,88.0,1.0,
211.0,Vouxsgx,Dted,2003-09-17,Class2,82.0,1.0,
212.0,Hzrpuyxp,Ubho,2009-11-19,Class5,79.0,1.0,
213.0,Xptkul,Oxvyjb,2004-06-26,Class3,65.0,1.0,
214.0,Bbdzor,Wsftolsh,2001-06-21,Class3,65.0,1.0,
215.0,Dnkf,Pqtzhv,2000-07-22,Class5,71.0,1.0,
216.0,Loja,Stuwadyi,2006-03-25,Class2,69.0,1.0,
217.0,Ytijsuok,Abkskt,2003-10-14,Class2,88.0,1.0,
218.0,Cbzp,Vzei,2005-07-06,Class1,95.0,1.0,
219.0,Pcobw,Qqobfdk,2002-08-31,Class2,90.0,1.0,
220.0,Nrjhr,Gdg,2007-01-16,Class5,92.0,1.0,
221.0,Wnhpdiq,Ehvlex,2004-12-12,Class5,91.0,1.0,
222.0,Fzu,Gjxkl,2002-03-18,Class3,86.0,1.0,
223.0,Iqsn,Klxayjr,2010-11-15,Class1,80.0,1.0,
224.0,Gpsiazus,Vdudxb,2003-02-05,Class5,91.0,1.0,
225.0,Yigxaec,Snbwendf,2006-08-24,Class3,82.0,1.0,
226.0,Xuku,Lufic,2002-05-04,Class4,86.0,1.0,
227.0,Npk,Rxhvlmzd,2003-10-10,Class1,82.0,1.0,
228.0,Mmzw,Hiqmdyw,2008-09-14,Class3,67.0,1.0,
229.0,Bgnhhwj,Vbyb,2005-12-06,Class4,91.0,1.0,
230.0,Jtlctne,Atqtxg,2002-08-12,Class1,78.0,1.0,
231.0,Ipbulz,Dzbjo,2006-06-12,Class1,85.0,1.0,
232.0,Lingvf,Idgiy,2004-08-14,Class2,69.0,1.0,
233.0,Fqvocvnr,Oivea,2003-06-30,Class1,81.0,1.0,
234.0,Xhfez,Ezh,2009-10-30,Class2,91.0,1.0,
235.0,Bwmvoa,Uzxeyig,2005-11-30,Class4,86.0,1.0,
236.0,Vanfmm,Tea,2000-09-27,Class3,94.0,1.0,
237.0,Bzbc,Sdiwp,2008-12-05,Class4,94.0,1.0,
238.0,Mpo,Keewhhfx,2002-12-07,Class1,94.0,1.0,
239.0,Okeab,Ulwwtmc,2001-10-20,Class4,70.0,1.0,
240.0,Rxippiq,Romdx,2005-01-28,Class5,94.0,1.0,
241.0,Gkxniq,Olmk,2000-08-12,Class4,85.0,1.0,
242.0,Noegv,Ocrq,2007-03-31,Class3,77.0,1.0,
243.0,Usj,Bgh,2002-03-23,Class1,92.0,1.0,
244.0,Uzfokgr,Ajw,2000-09-29,Class4,80.0,1.0,
245.0,Zutpf,Tjeknwhi,2009-02-11,Class5,70.0,1.0,
246.0,Lpim,Cbnp,2007-04-07,Class3,82.0,1.0,
247.0,Jox,Ujowjyj,2010-03-15,Class4,95.0,1.0,
248.0,Kkfxv,Balhurwy,2001-10-31,Class5,83.0,1.0,
249.0,Foxg,Tosc,2000-11-07,Class4,85.0,1.0,
250.0,Kdoi,Fxpihb,2006-02-28,Class5,81.0,1.0,
251.0,Rlfcwq,Bjfyja,2008-06-23,Class1,85.0,1.0,
252.0,Ewsgzpz,Bgbzocm,2008-07-04,Class4,92.0,1.0,
253.0,Ergyt,Ahcv,2009-11-19,Class1,76.0,1.0,
254.0,Lor,Dwxvzh,2004-05-31,Class4,94.0,1.0,
255.0,Vlkws,Cnkhh,2003-09-21,Class2,82.0,1.0,
256.0,Zhumceq,Dqge,2009-01-08,Class4,92.0,1.0,
257.0,Ztecb,Ripjwqv,2004-12-07,Class5,94.0,1.0,
258.0,Kbshzfp,Yzw,2000-07-31,Class1,77.0,1.0,
259.0,Gkmf,Vxyoa,2009-01-07,Class4,88.0,1.0,
260.0,Iwlzxvg,Xcp,2005-09-12,Class2,79.0,1.0,
261.0,Tzpq,Kkvogj,2004-11-25,Class3,91.0,1.0,
262.0,Aizdue,Eiwvmrhs,2002-10-24,Class3,92.0,1.0,
263.0,Lxhcm,Zjewa,2010-01-15,Class5,84.0,1.0,
264.0,Ftl,Aufil,2003-02-01,Class3,79.0,1.0,
265.0,Wdevpr,Lbgjm,2005-12-04,Class4,87.0,1.0,
266.0,Cwdim,Bcd,2010-10-24,Class2,81.0,1.0,
267.0,Ltbyhd,Euux,2009-11-29,Class4,95.0,1.0,
268.0,Sfdssj,Kitjec,2006-05-08,Class2,85.0,1.0,
269.0,Nzu,Fohpnt,2009-05-18,Class5,85.0,1.0,
270.0,Psieppd,Yfwat,2003-06-06,Class3,75.0,1.0,
271.0,Drbswu,Ycasjxxo,2006-12-01,Class5,90.0,1.0,
272.0,Znbvjse,Fqqo,2004-05-28,Class2,90.0,1.0,
273.0,Rmcolq,Nhyibuj,2001-11-17,Class1,94.0,1.0,
274.0,Pfyplto,Vnatiy,2000-12-15,Class3,94.0,1.0,
275.0,Zigwjyl,Xuqo,2005-09-15,Class1,68.0,1.0,
276.0,Xyx,Wckk,2002-07-14,Class1,76.0,1.0,
277.0,Xpdyjc,Apuzln,2005-10-25,Class5,84.0,1.0,
278.0,Ocrr,Hvdo,2005-12-06,Class1,93.0,1.0,
279.0,Lxht,Bkw,2008-02-02,Class2,65.0,1.0,
280.0,Kfzxnjbt,Bzimo,2006-07-19,Class3,77.0,1.0,
281.0,Hrio,Zqttlmj,2009-09-21,Class3,87.0,1.0,
282.0,Rohgln,Byuyjeko,2005-10-01,Class1,94.0,1.0,
283.0,Wskgx,Qrwbmqej,2005-07-04,Class2,69.0,1.0,
284.0,Khdi,Leecasq,2004-02-27,Class2,95.0,1.0,
285.0,Hsedhxvm,Xhqi,2002-10-13,Class1,88.0,1.0,
286.0,Rulmhdxk,Taxy,2006-12-05,Class4,88.0,1.0,
287.0,Kdzr,Wqpbj,2005-03-16,Class5,85.0,1.0,
288.0,Wvzm,Hnojoe,2007-05-08,Class5,85.0,1.0,
289.0,Hfeyqcq,Qqthvo,2003-06-14,Class3,92.0,1.0,
290.0,Cmosedt,Nqbbpe,2010-02-06,Class3,89.0,1.0,
291.0,Gsulua,Jmijlyi,2005-02-03,Class4,72.0,1.0,
292.0,Crzh,Fglmg,2006-12-26,Class1,75.0,1.0,
293.0,Cadkszse,Xwxe,2006-06-12,Class4,72.0,1.0,
294.0,Tvtkkb,Wph,2000-03-21,Class5,91.0,1.0,
295.0,Fowxfjx,Hanu,2003-05-21,Class2,71.0,1.0,
296.0,Hdkctxly,Mpc,2010-10-29,Class5,85.0,1.0,
297.0,Ijghqln,Uloka,2005-05-26,Class2,74.0,1.0,
298.0,Afcj,Vzc,2004-03-15,Class2,75.0,1.0,
299.0,Zfgwow,Bpecbjq,2006-09-12,Class1,91.0,1.0,
300.0,Mal,Bbjsnw,2004-11-22,Class1,67.0,1.0,
301.0,Zpfqqayr,Flhmo,2002-02-09,Class4,89.0,1.0,
302.0,Dzr,Fdor,2010-08-29,Class2,92.0,1.0,
303.0,Lyreabsj,Ponuuccz,2000-01-10,Class1,84.0,1.0,
304.0,Jrremobb,Vwlnjhb,2009-05-19,Class1,73.0,1.0,
305.0,Hlq,Uwatfqh,2009-09-26,Class2,65.0,1.0,
306.0,Nolzbhq,Pcnnw,2002-01-01,Class2,85.0,1.0,
307.0,Vdnxh,Oioujxmy,2007-01-18,Class5,71.0,1.0,
308.0,Unncr,Bjbii,2002-10-09,Class4,87.0,1.0,
309.0,Udbb,Qehmmgc,2008-11-10,Class5,82.0,1.0,
310.0,Rer,Ewvbqj,2003-08-09,Class2,66.0,1.0,
311.0,Bbwzl,Yelmxdu,2010-07-09,Class1,71.0,1.0,
312.0,Qby,Vusaadgo,2002-08-27,Class2,66.0,1.0,
313.0,Vzkou,Ornizk,2008-04-13,Class2,72.0,1.0,
314.0,Muf,Syn,2005-07-18,Class3,87.0,1.0,
315.0,Puaa,Zxtits,2001-02-01,Class4,80.0,1.0,
316.0,Kofr,Nizg,2004-07-15,Class2,74.0,1.0,
317.0,Gsmjwcq,Bkyaa,2005-03-20,Class1,71.0,1.0,
318.0,Rpdtj,Cpdsc,2005-03-09,Class1,73.0,1.0,
319.0,Wkh,Pugawk,2007-01-03,Class1,80.0,1.0,
320.0,Non,Ohvq,2003-10-18,Class1,71.0,1.0,
321.0,Vmn,Ypuqfhw,2009-04-20,Class1,93.0,1.0,
322.0,Aic,Orlvnobe,2001-04-25,Class1,91.0,1.0,
323.0,Lak,Mjcgubas,2010-10-07,Class5,70.0,1.0,
324.0,Isiopjcs,Qwgghv,2006-10-12,Class3,66.0,1.0,
325.0,Lgpxevnh,Glvoc,2005-03-20,Class1,66.0,1.0,
326.0,Ezzdwz,Vodvzx,2003-12-29,Class4,69.0,1.0,
327.0,Vxtgz,Dft,2010-11-28,Class3,69.0,1.0,
328.0,Vmog,Dlgzv,2008-11-24,Class5,94.0,1.0,
329.0,Qke,Iapqg,2003-07-15,Class2,88.0,1.0,
330.0,Yzbnxk,Tzbl,2008-06-22,Class3,90.0,1.0,
331.0,Secmwidb,Ocdxmmx,2009-02-02,Class3,77.0,1.0,
332.0,Mlgiucz,Yyg,2005-12-14,Class3,76.0,1.0,
333.0,Prqmdco,Wby,2000-09-28,Class4,65.0,1.0,
334.0,Dqmu,Fgbyu,2010-10-19,Class1,79.0,1.0,
335.0,Pzw,Mlklqin,2001-08-16,Class5,89.0,1.0,
336.0,Jnz,Bzk,2003-08-10,Class3,76.0,1.0,
337.0,Arpygaff,Xeqlilmh,2009-05-24,Class4,71.0,1.0,
338.0,Zpjqs,Wyz,2000-06-10,Class2,73.0,1.0,
339.0,Jflxlth,Rahzb,2003-12-17,Class3,87.0,1.0,
340.0,Qcaeft,Vohcoyx,2005-01-21,Class1,69.0,1.0,
341.0,Gxsumtg,Qxcmquym,2010-02-08,Class5,78.0,1.0,
342.0,Maq,Wctib,2003-09-13,Class5,85.0,1.0,
343.0,Adlxivul,Ipshpq,2004-01-09,Class2,85.0,1.0,
344.0,Xfh,Kuf,2008-03-10,Class3,71.0,1.0,
345.0,Cza,Jryflf,2002-04-06,Class4,73.0,1.0,
346.0,Tctap,Ygagix,2006-06-09,Class3,87.0,1.0,
347.0,Qnpza,Wqov,2005-02-11,Class5,89.0,1.0,
348.0,Wciqav,Ofc,2007-02-07,Class4,86.0,1.0,
349.0,Krtojq,Pcfyej,2009-06-14,Class2,75.0,1.0,
350.0,Pfy,Ytdtcey,2007-03-24,Class1,80.0,1.0,
351.0,Uhpxicwm,Wyux,2003-12-17,Class1,65.0,1.0,
352.0,Uoxg,Bcqpuq,2003-01-05,Class3,94.0,1.0,
353.0,Dnuar,Cosuu,2007-06-02,Class4,92.0,1.0,
354.0,Umkp,Esrtq,2010-12-11,Class3,79.0,1.0,
355.0,Uynytq,Pfj,2002-06-25,Class1,76.0,1.0,
356.0,Hwu,Nudf,2007-01-30,Class2,83.0,1.0,
357.0,Fhkh,Uxua,2004-03-31,Class2,85.0,1.0,
358.0,Zur,Mqtawnd,2001-04-18,Class1,74.0,1.0,
359.0,Hqhwoqge,Apztxihr,2003-10-11,Class5,81.0,1.0,
360.0,Rhiewth,Blfrnj,2006-11-05,Class1,73.0,1.0,
361.0,Xexu,Zczfj,2007-11-15,Class4,92.0,1.0,
362.0,Wjr,Yozemivi,2003-03-10,Class2,81.0,1.0,
363.0,Powfizgn,Ryenearc,2008-01-04,Class2,77.0,1.0,
364.0,Xlvifblz,Lkxpzaqz,2009-06-09,Class2,74.0,1.0,
365.0,Ztqaf,Erqvd,2004-10-18,Class2,75.0,1.0,
366.0,Fwdy,Cruqnbr,2005-10-12,Class5,89.0,1.0,
367.0,Zzgfocig,Nircfkyy,2000-01-06,Class3,80.0,1.0,
368.0,Wxdwt,Aeik,2002-08-23,Class1,94.0,1.0,
369.0,Jhs,Nkeevh,2009-11-17,Class2,86.0,1.0,
370.0,Slossgbn,Iwjxa,2000-02-11,Class5,79.0,1.0,
371.0,Plclvibl,Wxgtrnlj,2000-07-16,Class5,87.0,1.0,
372.0,Vzwrev,Ses,2009-01-14,Class4,83.0,1.0,
373.0,Zxhos,Wgtilb,2010-11-03,Class3,76.0,1.0,
374.0,Poqvqfwn,Ppw,2001-03-21,Class4,74.0,1.0,
375.0,Bpj,Xpzdy,2007-08-25,Class1,81.0,1.0,
376.0,Yleh,Yyyasy,2003-02-07,Class1,71.0,1.0,
