studentId,firstName,lastName,DOB,class,score,status,photoPath
78.0,Psqxle,Vnemlgw,2003-03-28,Class2,95.0,1.0,
79.0,Wvfcdw,Dmkc,2006-10-30,Class1,89.0,1.0,
80.0,Xdkelihu,Vukjkm,2006-07-24,Class5,70.0,1.0,
81.0,Jcey,Qdoh,2010-07-18,Class3,75.0,1.0,
82.0,Cvl,Uttp,2003-10-01,Class1,93.0,1.0,
83.0,Jiazr,Cau,2005-03-22,Class5,82.0,1.0,
84.0,Dmkygw,Srumsrjd,2007-11-03,Class4,69.0,1.0,
85.0,Tethqrvh,Eeqgmopj,2000-09-14,Class4,95.0,1.0,
86.0,Gpyqi,Ygbkyu,2003-09-18,Class2,74.0,1.0,
87.0,Qgke,Ezf,2006-10-20,Class4,73.0,1.0,
88.0,Ldxacxbf,Utcpcxr,2002-12-16,Class1,92.0,1.0,
89.0,Glajdr,Cyo,2005-07-06,Class5,68.0,1.0,
90.0,Qsljjir,Ypvwcbw,2000-09-29,Class3,85.0,1.0,
91.0,Fev,Ifxwkzjx,2007-09-02,Class5,77.0,1.0,
92.0,Rhqll,Qyvs,2010-09-20,Class4,75.0,1.0,
93.0,Zztfbrpg,Pnsyu,2008-01-29,Class2,80.0,1.0,
94.0,Agrc,Zusfv,2009-01-05,Class2,92.0,1.0,
95.0,Caflw,Mgwcnp,2003-11-23,Class4,84.0,1.0,
96.0,Dknfbzas,Azcgqetm,2004-12-20,Class2,73.0,1.0,
97.0,Hexrgh,Iqv,2006-06-19,Class1,65.0,1.0,
98.0,Gtwtwct,Xiwmhhxs,2006-03-06,Class1,74.0,1.0,
99.0,Xuvewtzf,Xntotzh,2003-03-25,Class3,87.0,1.0,
100.0,Uudy,Izxk,2002-10-28,Class3,87.0,1.0,
