studentId,firstName,lastName,DOB,class,score,status,photoPath
48.0,Fhqzfc,Dnll,2008-03-01,Class2,75.0,1.0,
49.0,Uidmg,Eugylct,2003-05-11,Class3,83.0,1.0,
50.0,Ggkjrhk,Qqam,2004-12-25,Class3,88.0,1.0,
51.0,Ujw,Hncmik,2008-08-17,Class4,68.0,1.0,
52.0,Mmywxuyl,Mevw,2002-06-12,Class2,83.0,1.0,
53.0,Qblyoc,Mvi,2006-11-24,Class2,74.0,1.0,
54.0,Dme,Szfq,2005-10-31,Class5,71.0,1.0,
55.0,Uxfkp,Uvorkim,2003-09-24,Class2,92.0,1.0,
56.0,Dewunexu,Xdnn,2005-01-11,Class5,73.0,1.0,
57.0,Qfrgpg,Jhrwkpsj,2006-06-27,Class3,88.0,1.0,
58.0,Cmprsltc,Rxo,2008-02-17,Class3,76.0,1.0,
59.0,Odioff,Mjzric,2000-09-09,Class1,71.0,1.0,
60.0,Wygpe,Lmxhty,2005-04-21,Class5,71.0,1.0,
61.0,Fzuv,Rzsq,2003-11-16,Class3,69.0,1.0,
62.0,Xkhmwbcv,Glbiczwg,2006-05-31,Class1,93.0,1.0,
63.0,Jejo,Jhdmbv,2008-11-12,Class1,66.0,1.0,
64.0,Jlysywco,Btznwfg,2007-03-23,Class5,65.0,1.0,
65.0,Csos,Rkxik,2007-07-16,Class1,84.0,1.0,
66.0,Dvwjxl,Eucjsn,2007-02-03,Class4,93.0,1.0,
67.0,Iyd,Joj,2005-05-09,Class3,87.0,1.0,
68.0,Tdv,Gvpnsmis,2008-02-20,Class4,78.0,1.0,
69.0,Kamsxio,Zfvkaf,2000-02-03,Class3,71.0,1.0,
70.0,Tlba,Tevnpvzg,2002-02-18,Class5,69.0,1.0,
71.0,Cey,Algzcgow,2003-10-24,Class4,92.0,1.0,
72.0,Ajr,Cxnq,2003-04-22,Class5,72.0,1.0,
73.0,Qbp,Aqbkfxuf,2006-10-18,Class3,88.0,1.0,
74.0,Avg,Eugk,2003-07-01,Class2,69.0,1.0,
75.0,Rnkao,Mzyyftfe,2008-04-14,Class5,86.0,1.0,
76.0,Hwutlrm,Fiisqx,2007-07-08,Class3,86.0,1.0,
77.0,Yqxztj,Zxhgjtfo,2002-04-16,Class5,87.0,1.0,
78.0,Iezkywu,Pccup,2001-05-17,Class3,81.0,1.0,
79.0,Locnkhv,Qippo,2006-03-04,Class4,89.0,1.0,
80.0,Yeqbgvmu,Jojtxvza,2006-11-15,Class2,89.0,1.0,
81.0,Yoapxhj,Aubuo,2002-10-26,Class4,69.0,1.0,
82.0,Jvqdl,Nbi,2002-05-31,Class2,65.0,1.0,
83.0,Ygn,Eyas,2004-04-29,Class4,87.0,1.0,
84.0,Djk,Flp,2007-12-01,Class2,93.0,1.0,
85.0,Mffnv,Fpftk,2005-03-02,Class5,90.0,1.0,
86.0,Zftpno,Fiqlg,2010-01-02,Class4,71.0,1.0,
87.0,Abeb,Pgmk,2006-03-16,Class5,73.0,1.0,
88.0,Smqgi,Odlqhn,2000-12-05,Class5,65.0,1.0,
89.0,Mlh,Ltxbh,2006-08-29,Class3,89.0,1.0,
90.0,Vveeuv,Swrw,2010-05-21,Class1,79.0,1.0,
91.0,Rrszbip,Yzz,2001-05-09,Class2,85.0,1.0,
92.0,Fnfohlb,Gqav,2000-09-28,Class5,95.0,1.0,
93.0,Qzqi,Wlktb,2008-03-15,Class5,79.0,1.0,
94.0,Rwh,Dagbf,2001-10-18,Class3,71.0,1.0,
95.0,Vmlndicw,Syttody,2009-12-18,Class4,87.0,1.0,
96.0,Izeewimu,Rsnh,2000-04-06,Class1,83.0,1.0,
97.0,Ciiiky,Tpfoghb,2006-10-19,Class5,77.0,1.0,
98.0,Ial,Tsvmo,2003-04-14,Class2,94.0,1.0,
99.0,Hlzghh,Myfwf,2008-02-20,Class3,89.0,1.0,
100.0,Cpgj,Toqgeqr,2004-06-06,Class3,87.0,1.0,
101.0,Nies,Lvfoxnd,2007-02-27,Class5,90.0,1.0,
102.0,Ogpg,Lnnb,2002-05-08,Class1,86.0,1.0,
103.0,Uvll,Ywyhsiw,2002-11-27,Class3,86.0,1.0,
104.0,Czima,Qzh,2003-09-22,Class5,78.0,1.0,
105.0,Mkoc,Ysbtp,2002-05-27,Class5,69.0,1.0,
106.0,Sgx,Qhz,2003-12-23,Class5,70.0,1.0,
107.0,Hue,Bdizwnuo,2002-07-23,Class4,72.0,1.0,
108.0,Ivfnud,Oqm,2010-06-23,Class5,77.0,1.0,
109.0,Fli,Jdbahe,2009-01-02,Class2,89.0,1.0,
110.0,Dvfzndd,Kekqcqrb,2009-10-24,Class5,70.0,1.0,
111.0,Anplah,Sigmon,2001-04-10,Class4,71.0,1.0,
112.0,Gbjto,Rkaxmmp,2002-08-12,Class4,72.0,1.0,
113.0,Gxykccdh,Ywrkkns,2002-09-11,Class5,69.0,1.0,
114.0,Exkfra,Gax,2001-02-26,Class3,68.0,1.0,
115.0,Hrt,Uoyvilc,2000-02-26,Class2,67.0,1.0,
116.0,Ipocz,Etqk,2001-07-16,Class4,74.0,1.0,
117.0,Iemnw,Lehwngw,2004-09-28,Class3,74.0,1.0,
118.0,Sgqqz,Lldow,2004-01-12,Class4,65.0,1.0,
119.0,Fetthxfc,Knpv,2007-04-22,Class3,72.0,1.0,
120.0,Jkvgoq,Zimriwuu,2007-01-12,Class2,89.0,1.0,
121.0,Oqolgq,Gkxbwqpr,2006-03-12,Class4,87.0,1.0,
122.0,Yeicpgnu,Tokiakzj,2009-03-08,Class1,80.0,1.0,
123.0,Cidlkd,Oyet,2008-01-24,Class5,68.0,1.0,
124.0,Ycaqq,Ivppo,2001-12-11,Class4,94.0,1.0,
125.0,Gfbkionr,Xxcrl,2001-09-09,Class4,72.0,1.0,
126.0,Psuxds,Pfvk,2000-01-13,Class5,83.0,1.0,
127.0,Lyhdr,Yxpgxiv,2001-06-25,Class2,78.0,1.0,
128.0,Sop,Nzkupq,2008-09-24,Class5,94.0,1.0,
129.0,Eweph,Xgglx,2009-11-25,Class5,88.0,1.0,
130.0,Vso,Xyngolwq,2000-01-15,Class5,79.0,1.0,
131.0,Wntkus,Zmwj,2002-06-19,Class5,67.0,1.0,
132.0,Hwwksz,Iejdu,2003-11-14,Class2,68.0,1.0,
133.0,Ezuwowoa,Ccg,2001-02-05,Class2,84.0,1.0,
134.0,Sfev,Cddimcws,2002-11-19,Class5,87.0,1.0,
135.0,Loaqihv,Lay,2009-10-02,Class1,72.0,1.0,
136.0,Nmzr,Mjjdlset,2008-09-30,Class5,69.0,1.0,
137.0,Vwd,Ixaitdkc,2003-05-25,Class2,65.0,1.0,
138.0,Jju,Pcek,2001-06-09,Class5,72.0,1.0,
139.0,Ufgkjym,Romonxnr,2001-02-08,Class1,86.0,1.0,
140.0,Qyqicktq,Qribr,2001-02-01,Class2,88.0,1.0,
141.0,Ggjshk,Frjbpxon,2000-02-01,Class5,69.0,1.0,
142.0,Irjvgrgg,Cxrjlh,2006-05-07,Class5,90.0,1.0,
143.0,Tyegod,Wkaal,2001-09-12,Class2,90.0,1.0,
144.0,Dvavie,Lkkspe,2010-12-11,Class1,73.0,1.0,
145.0,Fvnmmou,Odazvkrc,2005-11-22,Class4,92.0,1.0,
146.0,Mavg,Uwrrk,2000-10-17,Class2,82.0,1.0,
147.0,Yke,Ltgltcii,2003-05-17,Class1,78.0,1.0,
148.0,Bgzj,Trzhvrbs,2002-08-19,Class3,94.0,1.0,
149.0,Zfbdj,Zdjjel,2006-02-26,Class4,67.0,1.0,
150.0,Kmuxit,Hyizrt,2009-10-02,Class3,93.0,1.0,
151.0,Qelwhk,Xscst,2001-07-15,Class3,95.0,1.0,
152.0,Bmxlzy,Kxu,2008-09-13,Class1,80.0,1.0,
153.0,Wijshm,Zlj,2010-10-15,Class5,93.0,1.0,
154.0,Zwibfku,Tqe,2004-07-04,Class3,79.0,1.0,
155.0,Szrmyaid,Shqujq,2000-02-14,Class2,80.0,1.0,
156.0,Liph,Otpegc,2008-12-15,Class3,79.0,1.0,
157.0,Xns,Wcpulym,2009-04-19,Class2,84.0,1.0,
158.0,Cjeyt,Ezwwapg,2005-04-20,Class1,88.0,1.0,
159.0,Uek,Hxi,2010-12-09,Class1,70.0,1.0,
160.0,Vngddp,Vnqe,2008-09-26,Class5,87.0,1.0,
161.0,Twovoam,Xqevt,2000-09-19,Class2,93.0,1.0,
162.0,Giennnc,Lyzrlkwt,2003-12-26,Class2,88.0,1.0,
163.0,Fslcjex,Pnjqfue,2001-08-24,Class2,66.0,1.0,
164.0,Kfd,Ztewhcda,2010-07-11,Class5,79.0,1.0,
165.0,Jquctjh,Mxmzktvk,2008-05-10,Class3,78.0,1.0,
166.0,Lhi,Izta,2007-11-07,Class1,74.0,1.0,
167.0,Rrf,Biev,2000-09-29,Class1,67.0,1.0,
168.0,Ooph,Atxype,2007-03-05,Class4,68.0,1.0,
169.0,Yetjzfr,Lbnrymn,2010-05-04,Class1,84.0,1.0,
170.0,Mvkwv,Oraseoho,2003-01-31,Class5,68.0,1.0,
171.0,Nohqtn,Qdfiomzf,2002-04-08,Class2,82.0,1.0,
172.0,Cdx,Vzmzjt,2008-03-20,Class4,91.0,1.0,
173.0,Lvquu,Kbyy,2002-03-24,Class1,75.0,1.0,
174.0,Wjrp,Lploljr,2001-04-02,Class2,84.0,1.0,
175.0,Oksuvh,Smrjoijb,2003-11-06,Class3,89.0,1.0,
176.0,Yupagg,Ylvbc,2009-10-29,Class3,78.0,1.0,
177.0,Zrqnijwy,Itlqse,2004-09-11,Class2,78.0,1.0,
178.0,Scnygxf,Gkvg,2007-08-13,Class3,94.0,1.0,
179.0,Fpf,Rziqjse,2010-08-10,Class5,93.0,1.0,
180.0,Atoucns,Lknbkwr,2006-12-22,Class5,74.0,1.0,
181.0,Iebwe,Xjzpy,2000-07-13,Class3,67.0,1.0,
182.0,Kmru,Fyqycapw,2000-05-03,Class3,86.0,1.0,
183.0,Iznwhs,Oaujd,2002-10-10,Class4,91.0,1.0,
184.0,Edf,Cobubsbp,2008-08-29,Class2,92.0,1.0,
185.0,Rexcs,Fwnlserf,2005-01-13,Class2,95.0,1.0,
186.0,Jjvhvd,Dhmhu,2006-01-20,Class2,72.0,1.0,
187.0,Fkx,Sjguq,2008-10-16,Class3,90.0,1.0,
188.0,Gpknrwv,Hbt,2007-05-12,Class5,71.0,1.0,
189.0,Iky,Kuqauy,2008-08-19,Class2,88.0,1.0,
190.0,Sinwjg,Qczeaf,2005-07-03,Class2,72.0,1.0,
191.0,Lpysczk,Dfowabon,2001-04-09,Class5,95.0,1.0,
192.0,Xjynbuvg,Nskkd,2007-06-01,Class3,72.0,1.0,
193.0,Oyrozkyr,Ucmr,2009-10-30,Class1,84.0,1.0,
194.0,Weyhdk,Fabxoor,2003-10-20,Class4,92.0,1.0,
195.0,Drznue,Ooa,2001-11-15,Class1,76.0,1.0,
196.0,Gpvyr,Oqwoyu,2000-12-13,Class3,83.0,1.0,
197.0,Moujwp,Mwlznu,2006-06-10,Class4,81.0,1.0,
198.0,Bmglbf,Lzfr,2010-02-14,Class3,93.0,1.0,
199.0,Cnubbz,Hqixtesf,2005-11-22,Class5,88.0,1.0,
200.0,Ygq,Zbrros,2003-12-25,Class4,77.0,1.0,
201.0,Vxuxhiy,Tacl,2005-05-03,Class1,70.0,1.0,
202.0,Kmwhoqk,See,2002-04-04,Class1,89.0,1.0,
203.0,Wlnd,Jlppjc,2009-03-08,Class3,75.0,1.0,
204.0,Iearzp,Vuyio,2008-02-26,Class2,70.0,1.0,
205.0,Gnwkjac,Ynlqdluw,2004-08-10,Class4,91.0,1.0,
206.0,Uvo,Xtulran,2009-01-27,Class3,90.0,1.0,
207.0,Qmdmahf,Jewc,2004-03-16,Class3,74.0,1.0,
208.0,Pjnxps,Bnkger,2008-11-14,Class5,74.0,1.0,
209.0,Iifb,Bift,2006-11-19,Class1,69.0,1.0,
210.0,Zozemn,Rrsscdy,2009-02-24,Class5,92.0,1.0,
211.0,Wshsa,Ygj,2009-02-09,Class5,75.0,1.0,
212.0,Cyqpwr,Wplubqia,2004-07-03,Class5,85.0,1.0,
213.0,Sckcucid,Syedze,2000-10-17,Class5,89.0,1.0,
214.0,Zwp,Ibihgvdk,2005-01-14,Class1,74.0,1.0,
215.0,Ltyw,Nee,2006-01-07,Class3,69.0,1.0,
216.0,Swnbyq,Ejulh,2007-05-15,Class5,84.0,1.0,
217.0,Jomz,Zzii,2002-08-02,Class1,79.0,1.0,
218.0,Lzixemjh,Pvrvfqux,2007-02-03,Class3,84.0,1.0,
219.0,Jcx,Whmfe,2001-02-07,Class4,85.0,1.0,
220.0,Bzztsvb,Fdffl,2003-10-19,Class5,90.0,1.0,
221.0,Glwdpaj,Dkugsllw,2006-11-02,Class3,82.0,1.0,
222.0,Zlrj,Roahk,2008-04-25,Class1,68.0,1.0,
223.0,Kfv,Wlui,2006-04-08,Class4,69.0,1.0,
224.0,Hpe,Skx,2008-10-17,Class2,74.0,1.0,
225.0,Lkrjgog,Mnb,2003-01-12,Class3,72.0,1.0,
226.0,Kielyg,Tgbkjq,2009-01-28,Class1,94.0,1.0,
227.0,Jfflrtms,Cesi,2007-12-24,Class2,73.0,1.0,
228.0,Srvfyl,Tifur,2008-01-26,Class5,93.0,1.0,
229.0,Bhlzqzcq,Gvz,2008-01-08,Class4,93.0,1.0,
230.0,Qhx,Exspelc,2006-01-29,Class3,68.0,1.0,
231.0,Evs,Smjpqukt,2010-11-27,Class1,75.0,1.0,
232.0,Kavsyp,Gipdmpa,2001-06-08,Class1,80.0,1.0,
233.0,Yqyzoyto,Bnx,2007-09-02,Class4,94.0,1.0,
234.0,Vkt,Raksz,2003-03-22,Class2,94.0,1.0,
235.0,Cmiyqdv,Pemompbh,2001-08-15,Class3,90.0,1.0,
236.0,Ezf,Jdnqilt,2005-06-28,Class3,75.0,1.0,
237.0,Rvqqodkj,Jvpkc,2000-04-05,Class5,95.0,1.0,
238.0,Jerdhfpx,Ibz,2010-12-06,Class5,76.0,1.0,
239.0,Nef,Yvry,2007-01-14,Class2,80.0,1.0,
240.0,Hohmyfdc,Zdytcxgn,2000-07-14,Class5,82.0,1.0,
241.0,Emnjsfo,Guespr,2002-08-03,Class3,72.0,1.0,
242.0,Zasfgnf,Nfzr,2001-11-10,Class1,90.0,1.0,
243.0,Egeqh,Djs,2001-04-29,Class1,70.0,1.0,
244.0,Zyr,Udlwmred,2003-05-18,Class2,76.0,1.0,
245.0,Mxtkgxig,Euh,2010-10-27,Class3,65.0,1.0,
246.0,Yxc,Zvbn,2000-02-17,Class3,83.0,1.0,
247.0,Tzt,Vmre,2002-09-06,Class1,77.0,1.0,
248.0,Pwn,Vgfgbtfn,2010-11-22,Class5,71.0,1.0,
249.0,Wcvyost,Rpb,2010-05-28,Class2,70.0,1.0,
250.0,Menlqgjf,Jtqyj,2004-11-24,Class2,87.0,1.0,
251.0,Pvbjvuci,Ymei,2009-12-17,Class3,90.0,1.0,
252.0,Fadoxr,Gnxb,2010-05-07,Class4,78.0,1.0,
253.0,Rjs,Ipeaqfq,2007-10-21,Class1,83.0,1.0,
254.0,Zmvfni,Fgcxbv,2001-09-02,Class4,82.0,1.0,
255.0,Nduh,Skdqrds,2008-11-14,Class5,76.0,1.0,
256.0,Zxsje,Lweigvx,2009-05-10,Class3,66.0,1.0,
257.0,Peq,Nit,2007-01-18,Class3,66.0,1.0,
258.0,Egap,Kvpfxn,2002-06-18,Class1,84.0,1.0,
259.0,Evcej,Fjd,2005-06-14,Class4,85.0,1.0,
260.0,Kcbkeyd,Hhxprhlm,2000-09-16,Class2,69.0,1.0,
261.0,Egvaj,Dtcyx,2000-07-07,Class1,93.0,1.0,
262.0,Fsmp,Psmcas,2010-02-05,Class3,92.0,1.0,
263.0,Yrk,Ymlcpjx,2009-01-19,Class5,78.0,1.0,
264.0,Yrvpvgl,Qgj,2001-12-12,Class1,91.0,1.0,
265.0,Ddm,Pmvucc,2001-09-23,Class4,75.0,1.0,
266.0,Vohp,Ymjtssce,2003-08-02,Class1,78.0,1.0,
267.0,Fedvkhi,Brablcp,2004-06-27,Class5,78.0,1.0,
268.0,Leewng,Tvpass,2006-12-20,Class5,82.0,1.0,
269.0,Fwnnpji,Rvtz,2008-02-09,Class2,78.0,1.0,
270.0,Rilz,Dnoqv,2004-04-11,Class4,88.0,1.0,
271.0,Qnstxbiu,Mpfuysbf,2010-09-09,Class4,83.0,1.0,
272.0,Vtazpnov,Uyuxsmsn,2008-08-07,Class3,72.0,1.0,
273.0,Fvvylmqx,Ercagzz,2008-06-05,Class5,85.0,1.0,
274.0,Ebju,Zwbxwgk,2009-02-03,Class1,82.0,1.0,
275.0,Nslzwo,Qvae,2006-04-04,Class1,82.0,1.0,
276.0,Bvljlyw,Phwjvjs,2010-01-07,Class4,68.0,1.0,
277.0,Adv,Pqty,2009-04-24,Class1,85.0,1.0,
278.0,Vkyr,Bcv,2006-05-08,Class1,74.0,1.0,
279.0,Snitzdr,Bxllxlf,2007-09-20,Class4,70.0,1.0,
280.0,Yhwjg,Mhudsawe,2005-12-17,Class4,87.0,1.0,
281.0,Gek,Vxxxmttj,2005-05-23,Class3,70.0,1.0,
282.0,Lpczkh,Vfpzjw,2003-06-27,Class3,73.0,1.0,
283.0,Ctu,Holntq,2008-01-26,Class3,91.0,1.0,
284.0,Fzqitcf,Glnjrzp,2007-08-18,Class3,81.0,1.0,
285.0,Czxs,Ifw,2005-03-24,Class4,76.0,1.0,
286.0,Ojwo,Rmszxcga,2003-03-06,Class5,69.0,1.0,
287.0,Qap,Ldwbx,2005-09-19,Class1,89.0,1.0,
288.0,Yvfdtwj,Xul,2008-09-16,Class5,90.0,1.0,
289.0,Ropinya,Elsuee,2000-10-11,Class2,75.0,1.0,
290.0,Hoy,Nsayyzb,2005-11-17,Class1,73.0,1.0,
291.0,Gpjzgxg,Pssfmoe,2003-03-13,Class3,93.0,1.0,
292.0,Jrejg,Sxcwl,2010-12-23,Class5,80.0,1.0,
293.0,Yjaex,Gxelyu,2008-10-09,Class1,78.0,1.0,
294.0,Ypermz,Krei,2002-11-23,Class1,68.0,1.0,
295.0,Gyrx,Hhsur,2000-06-03,Class3,91.0,1.0,
296.0,Abex,Tokeic,2009-07-02,Class3,85.0,1.0,
297.0,Ngbc,Nuyhy,2000-11-03,Class5,73.0,1.0,
298.0,Vely,Nqfhj,2006-03-03,Class1,78.0,1.0,
299.0,Brggh,Ywiof,2007-09-08,Class2,89.0,1.0,
300.0,Gwbd,Jrmnnjjm,2008-10-19,Class5,68.0,1.0,
301.0,Evduaw,Wpay,2010-09-05,Class1,93.0,1.0,
302.0,Bfk,Gux,2001-06-17,Class1,72.0,1.0,
303.0,Ozaeil,Qbmw,2004-06-30,Class1,85.0,1.0,
304.0,Obacv,Rzgzn,2001-10-05,Class2,91.0,1.0,
305.0,Mfnifvyv,Rflypabg,2010-09-12,Class1,70.0,1.0,
306.0,Agvcnc,Uyswonlu,2003-02-06,Class1,92.0,1.0,
307.0,Hrgkm,Dvjnghx,2005-11-20,Class3,85.0,1.0,
308.0,Juuc,Zcqkhk,2006-09-14,Class3,81.0,1.0,
309.0,Aebgo,Xjr,2001-07-16,Class3,70.0,1.0,
310.0,Qxeckzy,Pgnhgs,2008-01-10,Class5,79.0,1.0,
311.0,Vgm,Xuewc,2008-11-01,Class1,82.0,1.0,
312.0,Mjmjjwqb,Reux,2006-12-20,Class5,68.0,1.0,
313.0,Ndpaohs,Rfryp,2008-11-10,Class5,80.0,1.0,
314.0,Gfwtcno,Ujbvz,2006-10-10,Class5,83.0,1.0,
315.0,Lfikv,Pxvgji,2008-02-22,Class4,88.0,1.0,
316.0,Xlepq,Qnxrq,2010-02-26,Class3,93.0,1.0,
317.0,Ryd,Xhtzz,2010-06-05,Class5,88.0,1.0,
318.0,Ywe,Xemes,2010-04-08,Class3,79.0,1.0,
319.0,Citt,Akwa,2003-07-25,Class4,72.0,1.0,
320.0,Cbr,Vsdd,2002-08-31,Class5,67.0,1.0,
321.0,Xlgf,Cdtpt,2007-07-16,Class4,85.0,1.0,
322.0,Ownys,Cwq,2006-07-10,Class5,68.0,1.0,
323.0,Yjnt,Cup,2002-12-18,Class2,78.0,1.0,
324.0,Ffncu,Aze,2006-04-10,Class1,72.0,1.0,
325.0,Yocn,Gnajpz,2009-06-28,Class3,74.0,1.0,
326.0,Zmbco,Ior,2006-12-10,Class1,67.0,1.0,
327.0,Wjfuiuaw,Jxfaabb,2000-12-20,Class3,88.0,1.0,
328.0,Dzyeiapw,Ixvdwe,2001-09-21,Class5,79.0,1.0,
329.0,Pmu,Fgrj,2007-10-20,Class1,65.0,1.0,
330.0,Gnqyzhc,Wdfa,2009-07-18,Class1,89.0,1.0,
331.0,Mus,Etxb,2007-11-18,Class1,66.0,1.0,
332.0,Icwggg,Roi,2007-04-17,Class2,76.0,1.0,
333.0,Dsqj,Ygma,2002-07-02,Class2,79.0,1.0,
334.0,Zehcbd,Xfjnik,2004-01-18,Class1,88.0,1.0,
335.0,Czvuiuz,Xktlus,2008-01-08,Class5,90.0,1.0,
336.0,Taprjpil,Dalnjq,2005-07-26,Class5,93.0,1.0,
337.0,Ajxo,Wbiaayl,2010-12-11,Class4,91.0,1.0,
338.0,Geym,Oklkyx,2008-08-29,Class4,75.0,1.0,
339.0,Smnwb,Vzht,2007-04-13,Class3,79.0,1.0,
340.0,Yjoyajcl,Htyybu,2008-02-17,Class5,72.0,1.0,
341.0,Sdusg,Cgpd,2001-02-13,Class5,72.0,1.0,
342.0,Esf,Fsqujzvg,2008-10-02,Class5,86.0,1.0,
343.0,Zzabfgy,Lyql,2008-07-29,Class5,82.0,1.0,
344.0,Ojzd,Lwuwcago,2004-12-23,Class4,77.0,1.0,
345.0,Zuyzee,Wqfasz,2003-09-25,Class1,85.0,1.0,
346.0,Hhchqm,Jsoivjt,2008-08-12,Class4,73.0,1.0,
347.0,Arrjo,Meop,2005-01-26,Class5,76.0,1.0,
348.0,Wdwigx,Uaipn,2000-06-21,Class4,70.0,1.0,
349.0,Osly,Iqeyxqw,2000-10-27,Class2,68.0,1.0,
350.0,Oadx,Sodctkv,2003-07-31,Class1,77.0,1.0,
351.0,Nron,Bamqh,2008-07-06,Class4,86.0,1.0,
352.0,Zrug,Gprnho,2009-02-22,Class1,83.0,1.0,
353.0,Efgoz,Xrdpf,2009-05-10,Class4,80.0,1.0,
354.0,Qmlhh,Wam,2010-07-10,Class4,72.0,1.0,
355.0,Whrbg,Ipkypwqt,2005-10-15,Class3,92.0,1.0,
356.0,Ssyiuy,Xcvnrbp,2001-12-13,Class1,70.0,1.0,
357.0,Jbonxj,Zka,2006-01-13,Class1,74.0,1.0,
358.0,Mrpjjjxr,Wmoclhl,2000-07-10,Class2,77.0,1.0,
359.0,Zgqtzg,Clu,2003-02-28,Class4,72.0,1.0,
360.0,Ibdjg,Jankwryj,2002-10-28,Class3,95.0,1.0,
361.0,Hvkqbpdo,Erp,2005-05-11,Class5,76.0,1.0,
362.0,Miobin,Vgqgsrx,2000-11-20,Class2,83.0,1.0,
363.0,Bgbhzs,Zxgnbysb,2001-09-17,Class4,75.0,1.0,
364.0,Vrmgk,Hkezy,2009-02-16,Class5,80.0,1.0,
365.0,Foyc,Thijh,2006-01-11,Class3,75.0,1.0,
366.0,Skgojhw,Kgwizron,2004-02-06,Class1,77.0,1.0,
367.0,Wdgu,Mhrzs,2008-02-29,Class3,94.0,1.0,
368.0,Lvhlkp,Vvv,2009-08-12,Class5,78.0,1.0,
369.0,Vbjafie,Gyqpifh,2005-11-01,Class2,87.0,1.0,
370.0,Qljzq,Cary,2003-05-06,Class5,75.0,1.0,
371.0,Kmvy,Ortjp,2001-12-11,Class2,76.0,1.0,
372.0,Ywnwh,Tgj,2005-05-02,Class1,73.0,1.0,
373.0,Trvq,Gtwadsj,2002-12-05,Class5,87.0,1.0,
374.0,Pjknnife,Btzohpx,2007-08-01,Class5,87.0,1.0,
375.0,Foodiv,Jmc,2004-05-24,Class1,94.0,1.0,
376.0,Rqkg,Bdgzqn,2002-11-20,Class3,89.0,1.0,
377.0,Hqlupn,Fqapkdi,2002-09-01,Class5,75.0,1.0,
